amount,merchant,description,label
113.88,LocalMarket,Sing collection together sound develop adult.,groceries
2003.41,Amazon,Director specific attorney road.,fraudulent
271.55,Netflix,Training stay pay article.,normal
2955.3,Amazon,Later with nice fire article guy trip decision.,fraudulent
154.51,Starbucks,Week ten meet article.,entertainment
65.94,LocalMarket,Without fast arrive similar result himself door hundred.,groceries
558.01,Shell,Keep purpose research team way most give food.,normal
449.54,Shell,Level analysis each executive nice begin television.,normal
287.81,LocalMarket,Before south knowledge hour join everyone his.,groceries
544.89,InsuranceCo,Their why growth them adult discover test.,normal
385.74,Starbucks,Decide type record establish run memory room.,normal
184.68,LocalMarket,Take door save value three dark leader fine.,normal
788.04,LocalMarket,Officer idea since out machine then story.,normal
656.73,Amazon,These most give total try enough.,normal
196.41,LocalMarket,Old morning bank eye.,groceries
358.33,Starbucks,Put pattern list street describe responsibility people.,normal
184.29,Netflix,Summer drop use baby of enjoy.,entertainment
151.97,Netflix,Little though research expect.,entertainment
102.14,Starbucks,Though determine positive change set.,entertainment
588.1,Shell,Quickly a name voice yes.,normal
348.0,Netflix,Claim effect garden practice try.,normal
277.09,Walmart,History somebody per member by month.,groceries
272.76,Amazon,Remain prevent beat defense.,normal
157.21,Starbucks,His oil word you entire people director source.,entertainment
202.73,Amazon,Really party goal wrong debate effort enjoy.,normal
48.5,Shell,Television natural room work check big.,normal
8.59,Amazon,Prevent thank alone pull indicate moment tree.,normal
36.37,InsuranceCo,Popular loss physical girl enough stage present.,normal
155.26,Netflix,Point draw wide expert although reveal mean.,entertainment
687.88,Starbucks,Visit to including.,normal
1.52,Amazon,With make lead community.,normal
2943.97,Amazon,Offer himself commercial kind action allow right.,fraudulent
390.28,Starbucks,Able good miss eye billion no.,normal
243.67,Walmart,List draw either party thousand factor.,groceries
548.86,Shell,Attorney style their answer.,normal
235.11,Walmart,Performance cause pick career.,groceries
399.94,Walmart,Senior down boy himself level.,normal
3.96,LocalMarket,Food opportunity response career foreign.,normal
301.35,Netflix,Fire ask family let fear.,normal
216.57,Walmart,Everyone box worry senior staff.,normal
108.44,InsuranceCo,Quickly realize detail surface.,normal
205.68,Walmart,Interest marriage history car plan government.,groceries
4.57,Shell,Room letter then hard.,normal
200.07,Walmart,Two particular benefit.,normal
211.93,Starbucks,Region whole dream player.,normal
558.97,Amazon,Suggest rise do hair.,normal
356.52,Amazon,Election within story yeah.,normal
254.88,Netflix,Economic analysis lot guy son clearly.,normal
169.06,Netflix,Put degree peace Congress thousand.,normal
464.65,Amazon,Whose after movement return we news.,normal
35.49,Walmart,Carry ready especially white campaign.,groceries
184.62,Walmart,Member national or set lot include look.,groceries
320.55,Walmart,Hospital think author suffer meeting.,normal
668.06,InsuranceCo,Hear quite consumer.,normal
749.51,Starbucks,Own positive address huge choice leader.,normal
571.64,Starbucks,Consider open suffer long charge local.,normal
570.76,Walmart,Another country war else.,normal
206.99,Walmart,Three physical approach change.,groceries
148.47,LocalMarket,Degree current director rule.,normal
262.42,LocalMarket,Thus everyone usually claim within.,normal
71.57,Walmart,Hit receive yes eat.,groceries
297.57,Netflix,There against possible.,normal
160.84,Shell,Past ok never somebody hold.,utilities
468.84,Starbucks,Next notice detail its feeling act send.,normal
97.41,Walmart,World before general tend happen.,normal
310.43,LocalMarket,Little avoid close indeed figure hold particular success.,normal
422.09,Starbucks,Idea exist citizen garden never painting.,normal
510.86,Starbucks,Bag development interesting let.,normal
63.84,Netflix,Me tend box avoid player bill.,normal
59.18,Amazon,Full account body system success.,normal
422.3,LocalMarket,Near along offer mention.,normal
127.53,Shell,Other thank member system.,normal
584.92,InsuranceCo,Page artist simply pass teach.,normal
480.1,LocalMarket,Play security member gun.,normal
302.02,Amazon,Pass field up better sure foot tough.,normal
254.85,Walmart,Own chair start important individual.,groceries
1657.91,InsuranceCo,Person west process when be process whole.,fraudulent
144.78,Netflix,Force stuff up but.,normal
557.22,LocalMarket,Southern someone laugh good reason.,normal
288.64,InsuranceCo,Especially air see system.,utilities
273.64,Walmart,Drop sport detail actually plan charge.,groceries
516.03,Shell,History common question behind.,normal
693.28,Shell,Movie better mean college.,normal
611.82,Walmart,Who mean indicate eat.,normal
70.09,Starbucks,Occur product my year.,entertainment
706.34,Walmart,Agency might dog technology most choice.,normal
385.0,InsuranceCo,Defense down child or suddenly born.,normal
116.48,InsuranceCo,Artist if attorney though hold minute.,utilities
114.17,LocalMarket,Writer claim tonight couple.,groceries
196.4,Walmart,House dark on oil.,groceries
108.92,LocalMarket,Call citizen concern whose wait clearly business.,groceries
471.45,Amazon,Agreement economy short herself product.,normal
32.69,LocalMarket,Memory whose across rule want senior population life.,normal
270.0,Walmart,Produce group painting edge picture race.,groceries
111.54,InsuranceCo,Around product threat.,normal
248.03,Netflix,With but north.,normal
350.02,Shell,Present live could itself fall.,utilities
143.53,Walmart,Eat traditional player around.,groceries
457.99,InsuranceCo,Sense question painting would interview both majority today.,normal
416.78,Walmart,Couple usually expect eat fund.,normal
95.54,InsuranceCo,Threat half plan war stay.,utilities
290.35,Amazon,Friend walk tough charge trouble answer attack.,normal
771.0,Netflix,While how prepare person great hospital behavior.,normal
82.42,InsuranceCo,Political of ago crime.,normal
109.39,Netflix,Within ahead quickly democratic other.,entertainment
477.33,LocalMarket,Serve baby worry top water page well.,normal
15.63,Netflix,Stand suggest you camera Congress.,normal
179.61,Starbucks,Large provide save real federal might foot.,entertainment
2846.62,InsuranceCo,Card race you budget.,fraudulent
646.16,Starbucks,Care country significant physical lose.,normal
162.03,Walmart,Assume draw house.,normal
758.13,InsuranceCo,Behavior sure key least.,normal
103.0,LocalMarket,Interest read perform next too red account education.,normal
756.14,Starbucks,Adult million myself friend hope.,normal
295.41,InsuranceCo,Wife pressure nation research system toward if.,normal
464.53,Walmart,But quite you issue once.,normal
46.25,Starbucks,Truth kind increase really price turn.,entertainment
156.67,Walmart,War fine meeting watch.,groceries
96.86,Starbucks,Enough will family practice provide discover speech.,normal
62.79,Shell,For whatever far see success western final.,normal
168.0,LocalMarket,Job spring low whose land early share.,normal
612.11,LocalMarket,Firm something image back window shoulder.,normal
254.86,InsuranceCo,Long none skin your cup weight.,normal
188.48,InsuranceCo,Walk hard reveal onto your white even.,normal
458.67,InsuranceCo,Worker price whether knowledge college we often.,utilities
20.58,Netflix,Answer country thing force garden admit.,normal
170.98,LocalMarket,Least time growth other describe property reality.,normal
798.2,Shell,Interest beautiful west wall.,normal
296.58,Walmart,Effort work mean.,groceries
20.93,InsuranceCo,Key find traditional.,normal
573.36,Walmart,Evidence team hard remember.,normal
525.35,InsuranceCo,Relate no high serious budget.,normal
440.44,Netflix,Class wide second or course fill street.,normal
342.76,Shell,Public drive mission myself right site.,normal
449.17,Walmart,Maybe response next time leader century.,normal
458.9,Starbucks,Consider health start dream above card.,normal
122.19,Netflix,Involve TV hour president.,entertainment
47.6,Netflix,Their visit small pattern respond.,normal
35.75,LocalMarket,Agree example themselves increase imagine center.,normal
687.31,Shell,Consumer act claim other unit.,normal
172.85,LocalMarket,Air nor feel central interview.,groceries
35.77,Walmart,Actually challenge space true.,groceries
491.86,Starbucks,Yet never name everything.,normal
193.74,Walmart,Wife top skill machine share.,groceries
56.07,Starbucks,Head discuss each minute.,entertainment
214.99,Walmart,Network yes only pressure.,groceries
493.79,Shell,Section notice foreign beat stop.,normal
46.76,Amazon,Company ago low economic health trouble high.,normal
56.87,Netflix,Hard off seat wrong range bed.,entertainment
301.32,Walmart,Long opportunity control guess.,normal
696.98,Walmart,Type society church arrive tell case.,normal
677.9,Walmart,Early son certain stand read dream table.,normal
1605.98,Amazon,New ground movie per minute.,fraudulent
180.49,InsuranceCo,Political available foreign participant entire movie ago indicate.,normal
9.81,Starbucks,President doctor involve particularly beautiful third tree.,entertainment
2114.23,Amazon,Put significant feeling position.,fraudulent
604.16,Shell,Person this wonder send camera.,normal
621.76,InsuranceCo,Paper a statement.,normal
299.14,Walmart,War never local exactly star nearly any.,groceries
501.86,Amazon,Character keep film western writer.,normal
201.97,Netflix,Even wait area suggest stock different.,normal
33.24,Walmart,Radio rich show firm never computer top consider.,normal
476.37,Starbucks,Soon customer wife start woman could us.,normal
270.61,InsuranceCo,Practice training drop animal.,normal
1255.18,InsuranceCo,How system place half place simple billion.,fraudulent
328.56,Netflix,Doctor rise measure writer information concern one.,normal
450.2,Amazon,Later now whether bad discover.,normal
250.21,Walmart,Quite factor suggest political both know huge.,groceries
680.78,Shell,Head three price idea change particular.,normal
172.56,Starbucks,Dinner civil might want including entire boy.,entertainment
442.86,InsuranceCo,Operation quickly I any crime soldier take.,normal
89.83,Walmart,Career federal finally argue nor space especially kind.,groceries
690.55,Netflix,Certainly data itself identify oil able of.,normal
17.38,Walmart,Water where shake several half.,normal
503.74,Walmart,Still president determine peace.,normal
423.46,Amazon,Yard water old goal somebody must catch.,normal
401.08,Starbucks,Firm approach explain society tax.,normal
173.43,LocalMarket,History staff international might discover improve step.,groceries
143.76,Amazon,Assume because box study car write section.,normal
407.88,Amazon,Anything message to information center difficult.,normal
233.87,Amazon,Exist product week third subject her inside.,normal
27.25,Netflix,Stage off maybe another edge.,entertainment
60.22,Starbucks,Fear thank star state already couple cold.,normal
280.93,Amazon,Black human organization least environmental.,normal
